gid,teacher,p,r_t,r_s,n,eta,M,seed,ckpt,rho2,L_late,L_V_opt,ratio,cm0,cm_mid,cm_end,mean_end,t_plateau,t_sat,gap_sat,d_mean_plat,d_min_plat,t50,s_band,tau_V_sq,diverged
G12,gelu,100,12,80,15000,0.7,80,251,gelu_p100_rt12_rs80_n15000_eta0.7_seed251.npz,0.9999999998365512,2.040546638836705,0.26353449128084244,7.7429964818614305,0.00013147938224008466,0.28532247571346575,0.6917934366444872,0.9019429142675067,519.0,7300.0,7.749164073776151,0.2245975757790336,0.6691473632898054,5800.0,9.911894273127753e-05,0.09376616188661879,False
G12,gelu,100,12,80,15000,0.7,80,257,gelu_p100_rt12_rs80_n15000_eta0.7_seed257.npz,0.9999999998172858,2.0465932154034703,0.2591479362111192,7.897393455358945,0.0010287722691490922,0.0004295905356821801,0.7333499437060378,0.9035252919167197,521.0,7620.0,7.95362026409916,0.28954686949305264,0.7333277268395999,7100.0,0.00033088235294117646,0.10686753091209121,False
G12,gelu,100,12,80,15000,0.7,80,263,gelu_p100_rt12_rs80_n15000_eta0.7_seed263.npz,0.9999999998145146,2.044421188570942,0.2342051865708187,8.729188360449703,0.00231592328094852,0.08224796481419493,0.6032340868445294,0.8796875334858066,527.0,7580.0,8.720859808929486,0.26146835673861324,0.5454374446316131,6880.0,6.797583081570997e-05,0.10077414995143771,False
G12,gelu,100,12,80,15000,0.7,80,269,gelu_p100_rt12_rs80_n15000_eta0.7_seed269.npz,0.9999999998106303,2.04401389755442,0.23233318250656315,8.797769976299787,0.00012557708046801252,0.018706563961040958,0.4134014247243271,0.8698210637886966,518.0,7640.0,8.79741336423253,0.2456554597788747,0.4133898026804457,nan,nan,0.10249417401431339,False
G12,gelu,100,12,80,15000,0.7,80,271,gelu_p100_rt12_rs80_n15000_eta0.7_seed271.npz,0.999999999823697,2.024432351152017,0.2249108756336158,9.001042503830968,0.0005650717534907985,0.02899633576797878,0.4958056766404981,0.8660268143846283,525.0,7740.0,8.957177904610196,0.23769187980040063,0.4891552076002624,nan,nan,0.10931481853933771,False
G12,gelu,100,12,80,15000,0.7,80,277,gelu_p100_rt12_rs80_n15000_eta0.7_seed277.npz,0.9999999998614041,2.0555450818112924,0.24157854939523177,8.508806294917939,0.0007732765609558886,0.028981320920100983,0.4429527216800468,0.875666521123231,507.0,7680.0,8.616508994055613,0.23269700703174911,0.43386564649978193,nan,nan,0.10364988312335666,False
G12,gelu,100,12,80,15000,0.7,80,281,gelu_p100_rt12_rs80_n15000_eta0.7_seed281.npz,0.9999999998570975,2.056507647718963,0.25546484467478214,8.050061253386888,0.0003093322758400746,0.2115306267394403,0.582063244557059,0.8709083528401388,512.0,7580.0,8.057947120444412,0.25245308077662976,0.5817228503116528,7140.0,9.656652360515021e-05,0.1166933213399822,False
G12,gelu,100,12,80,15000,0.7,80,283,gelu_p100_rt12_rs80_n15000_eta0.7_seed283.npz,0.9999999998555062,2.062331072570558,0.23960986780035412,8.607037312373619,0.000364516173454054,0.3386002902526282,0.650896148063626,0.895339484426847,514.0,7400.0,8.59548771037818,0.2041536198602686,0.5711177686313312,5980.0,7.8125e-05,0.10694776038988042,False
G12,gelu,100,12,80,15000,0.7,80,293,gelu_p100_rt12_rs80_n15000_eta0.7_seed293.npz,0.9999999998170999,2.01875045181187,0.24218323420432197,8.335632557077494,0.00017149493706423156,0.17083264094182266,0.5252375789523788,0.8980766972850688,519.0,7440.0,8.351446580474441,0.22765539947307334,0.5009626287846033,7760.0,6.880733944954129e-05,0.0936340178414536,False
G12,gelu,100,12,80,15000,0.7,80,307,gelu_p100_rt12_rs80_n15000_eta0.7_seed307.npz,0.9999999998479933,2.0415345438498496,0.24285912277095895,8.406250177289927,0.00020060650146766458,0.005703458632385541,0.12547274138707054,0.8435460040706045,523.0,7540.0,8.44708991704338,0.23131442771996058,0.12122715807761289,nan,nan,0.10320252838304285,False
G12,gelu,100,12,80,15000,0.7,80,311,gelu_p100_rt12_rs80_n15000_eta0.7_seed311.npz,0.9999999998380448,2.0399282517048483,0.24183779382909795,8.435109415306798,3.3321593365326096e-06,0.001860716927913185,0.7322614409853018,0.9139842698105798,514.0,7120.0,8.413962576278054,0.22948837017185897,0.7316674495946768,6080.0,0.0008333333333333334,0.08969336605170591,False
G12,gelu,100,12,80,15000,0.7,80,313,gelu_p100_rt12_rs80_n15000_eta0.7_seed313.npz,0.999999999820516,2.0246877948889446,0.2395402034433581,8.45239239920619,5.551636887344358e-06,0.3252847442309825,0.5973983324567196,0.8848721611129542,519.0,7420.0,8.431978837091954,0.2645218823944594,0.5790538744473576,6460.0,0.00011658031088082901,0.11013723729398328,False
G10,gelu,100,16,50,15000,0.85,50,5,gelu_p100_rt16_rs50_n15000_eta0.85_seed5.npz,0.9999999998339286,1.513414745961353,0.3609089265118979,4.193342516041817,0.0004040414002474585,0.1230424846900494,0.35994637376757704,0.8426546109168482,656.0,7380.0,4.220442830956785,0.2012597217791231,0.3083658739661159,nan,nan,0.4642943754472416,False
G10,gelu,100,16,50,15000,0.85,50,11,gelu_p100_rt16_rs50_n15000_eta0.85_seed11.npz,0.9999999998458666,1.4932966947579387,0.37315393421185156,4.001824871314758,0.0002518393981689099,0.19717601377392627,0.6635395054056027,0.87677168455537,646.0,7400.0,4.018193067696223,0.21985366842599208,0.6530834289183247,5680.0,0.00013392857142857144,0.45236765998986705,False
G10,gelu,100,16,50,15000,0.85,50,23,gelu_p100_rt16_rs50_n15000_eta0.85_seed23.npz,0.9999999998782776,1.491304268705104,0.38131962287147125,3.91090355506768,0.00035568561321010407,0.2343409239838393,0.5118431295382108,0.8532613908938813,660.0,7500.0,3.936375049058475,0.22025788497031296,0.49172165319154415,7840.0,6.838905775075987e-05,0.4295176186877233,False
G10,gelu,100,16,50,15000,0.85,50,37,gelu_p100_rt16_rs50_n15000_eta0.85_seed37.npz,0.9999999998868688,1.4836113968525004,0.35228554192840333,4.211388831716579,0.0002735190599747674,0.03536292966117373,0.6815935240403176,0.883049965574936,647.0,7420.0,4.2302347263835225,0.2256617945297602,0.6808964112452845,5820.0,0.00025,0.44303190921208097,False
G10,gelu,100,16,50,15000,0.85,50,41,gelu_p100_rt16_rs50_n15000_eta0.85_seed41.npz,0.9999999998360777,1.5071854792072565,0.3757175729457078,4.01148518923561,0.0003833842849906509,0.1576910002043097,0.516693357929064,0.8684222853731128,661.0,7460.0,4.054571423576575,0.24505802448960945,0.5166903251708135,7600.0,7.95053003533569e-05,0.43168690228617945,False
G10,gelu,100,16,50,15000,0.85,50,53,gelu_p100_rt16_rs50_n15000_eta0.85_seed53.npz,0.9999999998451266,1.5004508584443,0.3791584140852499,3.9573191645087396,7.679743429611735e-07,0.0004214202348796595,0.003376928908976789,0.8397507230166922,635.0,7140.0,3.9814995927568098,0.19702623367522498,0.0029098038181808628,nan,nan,0.45455090805276077,False
G10,gelu,100,16,50,15000,0.85,50,67,gelu_p100_rt16_rs50_n15000_eta0.85_seed67.npz,0.999999999869562,1.4906063921171986,0.40560483882447845,3.6750212261699473,0.0002859995299826107,0.006075820515417244,0.09742868344868257,0.844186749933502,630.0,7380.0,3.7034227628796783,0.19369522365251768,0.09726112107060152,nan,nan,0.4106375905148963,False
G10,gelu,100,16,50,15000,0.85,50,71,gelu_p100_rt16_rs50_n15000_eta0.85_seed71.npz,0.9999999998845193,1.503041783974802,0.3760017884804018,3.9974325389495977,8.554984457673777e-05,0.08787408232243986,0.4402436919429365,0.852288583882314,628.0,7460.0,3.998962849964877,0.21136083103070402,0.4299720734892461,nan,nan,0.4453250962361399,False
G10,gelu,100,16,50,15000,0.85,50,83,gelu_p100_rt16_rs50_n15000_eta0.85_seed83.npz,0.9999999998614816,1.4914399769994573,0.38274568198349457,3.8966866177833817,2.991685894949157e-05,0.2177771606680231,0.6557483515450897,0.8722013809184429,645.0,7440.0,3.910633137452041,0.2240382421453686,0.6199003593086374,6340.0,8.620689655172414e-05,0.4373205101566114,False
G10,gelu,100,16,50,15000,0.85,50,97,gelu_p100_rt16_rs50_n15000_eta0.85_seed97.npz,0.9999999998574968,1.5075309368432546,0.3689758926806642,4.085716619291358,0.0001318927245365247,0.0011168472077546776,0.01632680412888169,0.8251793110564205,667.0,7580.0,4.1007008648541,0.21669660968544324,-0.006608548897919616,nan,nan,0.45364169238233715,False
G10,gelu,100,16,50,15000,0.85,50,101,gelu_p100_rt16_rs50_n15000_eta0.85_seed101.npz,0.999999999858473,1.5057691462252343,0.39319815614745157,3.8295427450086064,0.0007795651189811446,0.06267119085787552,0.4413031835555272,0.8372711737806249,628.0,7520.0,3.8704024889466284,0.22176536908605748,0.42301341445736207,nan,nan,0.4656158299695747,False
G10,gelu,100,16,50,15000,0.85,50,103,gelu_p100_rt16_rs50_n15000_eta0.85_seed103.npz,0.9999999997637767,1.5050921478847752,0.3353843357577059,4.487663815557891,2.2415864077449628e-05,0.23980129858844068,0.650561605970966,0.8771123405793702,651.0,7460.0,4.4986363601436645,0.21054987934395797,0.5816342745904799,6380.0,7.5503355704698e-05,0.39485088748617697,False
G10,gelu,100,16,50,15000,0.85,50,107,gelu_p100_rt16_rs50_n15000_eta0.85_seed107.npz,0.9999999998407526,1.497587167499286,0.37712917880741686,3.9710190875048608,7.917157122262294e-08,0.00027063306327953,0.0768178604700759,0.8302647530716427,635.0,7400.0,3.9830063684145056,0.21345450303021407,0.07502981498182354,nan,nan,0.42384935686251285,False
G10,gelu,100,16,50,15000,0.85,50,109,gelu_p100_rt16_rs50_n15000_eta0.85_seed109.npz,0.9999999998123662,1.5065904254629403,0.394859493591572,3.8155102002468286,3.6218532442503625e-05,0.11624958245249896,0.4858621297930326,0.858979625252468,653.0,7560.0,3.843454220286721,0.24364197621464434,0.48518792177043213,nan,nan,0.4343119537071642,False
G10,gelu,100,16,50,15000,0.85,50,113,gelu_p100_rt16_rs50_n15000_eta0.85_seed113.npz,0.9999999998825047,1.4907024382457104,0.38060168255841964,3.916699548528397,2.2654468683786304e-05,0.1252891740870543,0.3220296736455552,0.8535826763718823,648.0,7520.0,3.9429091807925523,0.24140453150655605,0.32169462728108766,nan,nan,0.4263687207976512,False
G10,gelu,100,16,50,15000,0.85,50,127,gelu_p100_rt16_rs50_n15000_eta0.85_seed127.npz,0.9999999998616421,1.4889281718720444,0.38639860172864693,3.853347722302738,0.0003540939245600818,0.12091515328298433,0.43416542459879537,0.867129492560546,623.0,7440.0,3.873767480203533,0.2319692820854925,0.41449811344787096,nan,nan,0.5011595254742504,False
G10,gelu,100,16,50,15000,0.85,50,131,gelu_p100_rt16_rs50_n15000_eta0.85_seed131.npz,0.9999999998467959,1.514864908472137,0.36958477654448824,4.098829293337485,0.00019390283127316643,0.1601475903334823,0.44670324553394014,0.859724900870291,639.0,7440.0,4.091221580640124,0.21016543200287618,0.39147478394128987,nan,nan,0.4212997747177473,False
G10,gelu,100,16,50,15000,0.85,50,137,gelu_p100_rt16_rs50_n15000_eta0.85_seed137.npz,0.999999999816949,1.506655388930494,0.3736848808699234,4.031887470060498,1.6385878467726516e-05,0.04342127172922384,0.2237923726985597,0.83876041941968,625.0,7520.0,4.042122511102347,0.2080322750760255,0.21120109889860564,nan,nan,0.423570637971088,False
G10,gelu,100,16,50,15000,0.85,50,139,gelu_p100_rt16_rs50_n15000_eta0.85_seed139.npz,0.9999999997900972,1.4988858500612947,0.37065032066836684,4.043935122890121,2.2402628760886215e-05,0.005157300978123586,0.35305046698066667,0.8264158472714238,645.0,7660.0,4.06097503095922,0.24411726049502858,0.352197439622665,nan,nan,0.4263650394719357,False
G10,gelu,100,16,50,15000,0.85,50,149,gelu_p100_rt16_rs50_n15000_eta0.85_seed149.npz,0.9999999998569353,1.5024615816866245,0.38673632570584193,3.8849766153837373,0.00043395081437507714,0.007822188429094433,0.26927563585125575,0.8431670416133987,621.0,7720.0,3.9030212503581017,0.2359470772580452,0.26904826121930203,nan,nan,0.44319552383785576,False
G10,gelu,100,16,50,15000,0.85,50,151,gelu_p100_rt16_rs50_n15000_eta0.85_seed151.npz,0.9999999998862806,1.4875951043993352,0.3867560570491768,3.846339513721396,4.740522861096172e-05,8.99548221578429e-05,0.3915327433076433,0.8443521354234138,633.0,7680.0,3.887758314076557,0.21057805661108442,0.38888635301093527,nan,nan,0.44273200804283297,False
G10,gelu,100,16,50,15000,0.85,50,157,gelu_p100_rt16_rs50_n15000_eta0.85_seed157.npz,0.9999999998629929,1.4876093722303085,0.4193431295263411,3.5474752475630202,1.0387122491315306e-06,0.12145902364566583,0.5819299287511952,0.8750921070526557,632.0,7540.0,3.5692459151793847,0.2583667642062537,0.5758355280763171,6700.0,0.0001278409090909091,0.48094466638714234,False
G10,gelu,100,16,50,15000,0.85,50,163,gelu_p100_rt16_rs50_n15000_eta0.85_seed163.npz,0.9999999998274284,1.4999684981281582,0.3771437942009974,3.977179317787622,0.0009837212946638438,0.0003175736775274566,0.3365900208572318,0.8498590484895983,637.0,7660.0,3.9885970793809027,0.23194904120508675,0.33047877053031505,nan,nan,0.40146902608896096,False
G10,gelu,100,16,50,15000,0.85,50,167,gelu_p100_rt16_rs50_n15000_eta0.85_seed167.npz,0.9999999998836607,1.4926644562458842,0.3457908278885337,4.316668736878837,0.0001378243869083875,0.01183651879815466,0.45428618022148803,0.8542970667459757,643.0,7760.0,4.3404287577105745,0.24135942902859242,0.4538337017521757,nan,nan,0.42312056663706127,False
G10,gelu,100,16,50,15000,0.85,50,173,gelu_p100_rt16_rs50_n15000_eta0.85_seed173.npz,0.9999999998738548,1.4951906786379157,0.3854993607120235,3.8785814738480355,3.939227388343171e-05,0.24554535253257603,0.5978723875779978,0.8795648681346044,623.0,7380.0,3.8883756809598795,0.22709142392128479,0.5960066010442749,6680.0,0.0001076555023923445,0.3753671997439487,False
G10,gelu,100,16,50,15000,0.85,50,179,gelu_p100_rt16_rs50_n15000_eta0.85_seed179.npz,0.9999999998419192,1.4799474321995538,0.3990750396373142,3.708443989743267,0.0014630239361470212,0.08333579471107268,0.3187654359968345,0.8529146835284134,624.0,7680.0,3.744675200282915,0.20957979237882185,0.29559190059881435,nan,nan,0.43982700658952045,False
G10,gelu,100,16,50,15000,0.85,50,181,gelu_p100_rt16_rs50_n15000_eta0.85_seed181.npz,0.9999999998596242,1.496850471838107,0.40117590857278385,3.7311574295756573,0.0004046985994314372,0.06554171994626279,0.6365326023601497,0.871135345615083,631.0,7660.0,3.757123622211853,0.2399626011750593,0.6364514601473958,7020.0,0.00014240506329113925,0.45123682272742577,False
G10,gelu,100,16,50,15000,0.85,50,191,gelu_p100_rt16_rs50_n15000_eta0.85_seed191.npz,0.9999999998404154,1.4959415540689125,0.3577001647488426,4.182110330084082,1.4381360316627412e-06,0.04520928429029436,0.462505915907527,0.8651542746265823,644.0,7460.0,4.201136794018045,0.21488940770918985,0.44587445103988965,nan,nan,0.44649565321180396,False
G10,gelu,100,16,50,15000,0.85,50,193,gelu_p100_rt16_rs50_n15000_eta0.85_seed193.npz,0.9999999998451466,1.5167030029544801,0.3759590665623057,4.034223770217615,4.827565131370079e-05,0.019298536680463062,0.5653635311868179,0.8737896391562028,656.0,7580.0,4.05239623868928,0.24734071886716058,0.5642835354538047,7060.0,0.00019911504424778762,0.47839712313024857,False
G10,gelu,100,16,50,15000,0.85,50,197,gelu_p100_rt16_rs50_n15000_eta0.85_seed197.npz,0.9999999998748121,1.4833442898525449,0.40793559230135745,3.636221790514279,1.6419738662071992e-05,0.10018503674923508,0.557526546731481,0.858907676298738,629.0,7600.0,3.6714544648013487,0.23188448677286777,0.5127956519152852,7520.0,7.142857142857143e-05,0.4211733142622915,False
G10,gelu,100,16,50,15000,0.85,50,199,gelu_p100_rt16_rs50_n15000_eta0.85_seed199.npz,0.9999999998651833,1.4769403734254114,0.39000193202993944,3.787007837981763,8.083188435290894e-06,0.09762667099210608,0.4958183090407025,0.8528647045212792,615.0,7540.0,3.8148137619973186,0.23034420038267123,0.4868101337761533,nan,nan,0.46394057089545593,False
G10,gelu,100,16,50,15000,0.85,50,211,gelu_p100_rt16_rs50_n15000_eta0.85_seed211.npz,0.9999999998430923,1.4858474577198357,0.3712978082506081,4.001767381069377,0.0027483114493446776,0.1296320488179626,0.340049275402546,0.8409115987839055,651.0,7560.0,4.015448222349603,0.21802722001117425,0.32022894945124625,nan,nan,0.4614779840204458,False
G10,gelu,100,16,50,15000,0.85,50,223,gelu_p100_rt16_rs50_n15000_eta0.85_seed223.npz,0.999999999842731,1.4949569957359752,0.34981102311955914,4.273613170917789,0.000197684536895928,0.00044901018447483093,0.39557530505643773,0.857453226999291,633.0,7280.0,4.283291412130147,0.23196845174000902,0.37078143372585015,nan,nan,0.4668280496706348,False
G10,gelu,100,16,50,15000,0.85,50,227,gelu_p100_rt16_rs50_n15000_eta0.85_seed227.npz,0.9999999998577199,1.5001092959871623,0.3532204759221649,4.2469488555859485,6.110809431534537e-05,6.370347587294914e-05,0.1229623863765234,0.8317507781322242,623.0,7640.0,4.259784352089808,0.21495743754870356,0.12228638928135875,nan,nan,0.43000183811347736,False
G10,gelu,100,16,50,15000,0.85,50,229,gelu_p100_rt16_rs50_n15000_eta0.85_seed229.npz,0.999999999857695,1.503090620867337,0.3960743534594304,3.7949708375180053,8.788209893341755e-05,0.0011442360980525087,0.1549766185013206,0.8389816060639073,630.0,7740.0,3.815008312230744,0.21354946101395023,0.1527616661399274,nan,nan,0.43261381848133923,False
G10,gelu,100,16,50,15000,0.85,50,233,gelu_p100_rt16_rs50_n15000_eta0.85_seed233.npz,0.9999999998569832,1.4949576732138423,0.37826979573863545,3.9520936909453366,0.00023085072957799716,2.296824916419676e-05,0.0598057876028719,0.8392938060552599,660.0,7600.0,3.9834796141005864,0.23224826861963954,0.05787984776078867,nan,nan,0.4532442900833549,False
G10,gelu,100,16,50,15000,0.85,50,239,gelu_p100_rt16_rs50_n15000_eta0.85_seed239.npz,0.9999999998594021,1.4993810326346686,0.38791705342635874,3.8652104087486516,0.00018174556410160286,0.33266779810708047,0.652696268948794,0.8742306866973308,637.0,7360.0,3.888751450259842,0.2384994635376294,0.6517559037847149,5700.0,0.00012569832402234638,0.4720535056620463,False
G10,gelu,100,16,50,15000,0.85,50,241,gelu_p100_rt16_rs50_n15000_eta0.85_seed241.npz,0.9999999998807434,1.492799234055015,0.3745039593456696,3.9860706323725443,2.858256127073108e-05,0.034798706456857564,0.5709041540668999,0.8817643561033334,647.0,7480.0,4.013681895101633,0.23027289729679357,0.5699845892657844,7320.0,0.00014516129032258066,0.42759540128128487,False
G10,gelu,100,16,50,15000,0.85,50,251,gelu_p100_rt16_rs50_n15000_eta0.85_seed251.npz,0.9999999998721771,1.4851542060874765,0.3484055435594692,4.262716921534793,0.0005979663197032871,0.08621168511157433,0.5384780385632868,0.8474933872308635,641.0,7580.0,4.268973865647139,0.2011930606732414,0.5138534584030784,7640.0,8.333333333333333e-05,0.4424124774583637,False
G10,gelu,100,16,50,15000,0.85,50,257,gelu_p100_rt16_rs50_n15000_eta0.85_seed257.npz,0.9999999999116809,1.4838846016416312,0.3711123284272876,3.9984783257675316,9.981576972135514e-06,0.28794911716973076,0.5661666450705454,0.8763660154896873,622.0,7320.0,4.013565590976379,0.23175290885820565,0.5388165697671332,7240.0,7.377049180327869e-05,0.48206460401540474,False
G10,gelu,100,16,50,15000,0.85,50,263,gelu_p100_rt16_rs50_n15000_eta0.85_seed263.npz,0.9999999998729651,1.5028691726398862,0.358448080642701,4.192710893988403,0.0008686132225749838,0.039220849909853146,0.34695744246856125,0.8527395684520203,623.0,7820.0,4.208307119285148,0.2654604700332026,0.34276412997680156,nan,nan,0.4324015571989881,False
G10,gelu,100,16,50,15000,0.85,50,269,gelu_p100_rt16_rs50_n15000_eta0.85_seed269.npz,0.9999999998601078,1.5102387905462422,0.3723669052003494,4.055781460314441,2.0974276290672947e-05,0.03151692985606177,0.5445811265403108,0.8754173908096796,616.0,7640.0,4.087513824237348,0.2469977620614694,0.5400920015669585,7620.0,9.656652360515021e-05,0.4000881482875813,False
G10,gelu,100,16,50,15000,0.85,50,271,gelu_p100_rt16_rs50_n15000_eta0.85_seed271.npz,0.9999999998348457,1.4984389061244947,0.38589673033708355,3.883004929364386,0.0005621369168388509,0.015586220549538413,0.4764084124294964,0.8564785180080066,621.0,7460.0,3.930976115404566,0.21845660157945002,0.47635589585884675,nan,nan,0.4658671302784178,False
G10,gelu,100,16,50,15000,0.85,50,277,gelu_p100_rt16_rs50_n15000_eta0.85_seed277.npz,0.9999999998939831,1.4875812023072834,0.3802517700368517,3.9120954050078875,0.00018396508868493336,0.16450057499682993,0.5502326802822023,0.8655615262658798,625.0,7360.0,3.933786574187201,0.2300998287646645,0.5168816261359664,7200.0,7.32899022801303e-05,0.43601116660770745,False
G10,gelu,100,16,50,15000,0.85,50,281,gelu_p100_rt16_rs50_n15000_eta0.85_seed281.npz,0.9999999998835829,1.4891642955057816,0.4093879645329337,3.637538043417454,6.270328110679791e-05,0.045812158054757295,0.4906675958510825,0.8482046864677383,628.0,7740.0,3.6823813268987284,0.24868141813176226,0.4905682645579912,nan,nan,0.4637095852627361,False
G10,gelu,100,16,50,15000,0.85,50,283,gelu_p100_rt16_rs50_n15000_eta0.85_seed283.npz,0.9999999998767669,1.5192645388475468,0.38333007147989784,3.9633325217148228,0.002044488468920561,0.0740905843375377,0.36625754152283335,0.8395970158795967,623.0,7660.0,3.9731968495416194,0.23105158096407952,0.3242114369474202,nan,nan,0.4294791242444107,False
G10,gelu,100,16,50,15000,0.85,50,293,gelu_p100_rt16_rs50_n15000_eta0.85_seed293.npz,0.9999999998303315,1.5093099528538694,0.36201856967901497,4.169150643824996,0.00024660449148889314,0.21410866029791387,0.6584006097633518,0.8685532833050895,643.0,7360.0,4.176987792152582,0.24180241994649243,0.6344922504948306,6240.0,8.49056603773585e-05,0.4401862788912169,False
G10,gelu,100,16,50,15000,0.85,50,307,gelu_p100_rt16_rs50_n15000_eta0.85_seed307.npz,0.9999999998794871,1.4911136445920878,0.3626331428678907,4.111906685637139,0.0001890428744516785,0.09123259738115495,0.48616720484697756,0.8382115437863502,639.0,7740.0,4.124841626661949,0.24840437150459738,0.47901601510717506,nan,nan,0.4073564541513028,False
G10,gelu,100,16,50,15000,0.85,50,311,gelu_p100_rt16_rs50_n15000_eta0.85_seed311.npz,0.9999999998293077,1.512609975054473,0.37938474172201087,3.9870079333944797,0.002217765607874879,0.20719786631102208,0.44533716083667063,0.8508439615895598,643.0,7480.0,3.9975571947454553,0.23852687415139584,0.4289518414836314,nan,nan,0.4437820741826761,False
G10,gelu,100,16,50,15000,0.85,50,313,gelu_p100_rt16_rs50_n15000_eta0.85_seed313.npz,0.9999999998741491,1.5070388808666366,0.36913007009987464,4.082677091191408,0.00022901233957668912,0.002909130479298893,0.13623967445056623,0.8314548457175758,607.0,7800.0,4.088545651293605,0.238732774106724,0.13360255908344787,nan,nan,0.43953621714428215,False
G2,gelu,100,6,50,15000,0.7,50,5,gelu_p100_rt6_rs50_n15000_eta0.7_seed5.npz,0.9999998735318478,0.6346057454410075,0.08502091559957166,7.464113282781498,0.0030315816278262946,0.978331010641399,0.9914365720282728,0.9942830833072852,0.0,3040.0,7.952002564815425,0.9395166090281342,0.9884049904004466,60.0,0.007500000000000001,0.08866384951541025,False
G2,gelu,100,6,50,15000,0.7,50,11,gelu_p100_rt6_rs50_n15000_eta0.7_seed11.npz,0.9999998933651099,0.6688566290780811,0.0880458761546484,7.5966832098219585,0.0003195023992789741,0.9796204865555186,0.9898328701071427,0.9932601910171255,0.0,2880.0,8.078039690226836,0.9238565641816712,0.9895133677078637,40.0,0.01125,0.09522012767673528,False
G2,gelu,100,6,50,15000,0.7,50,23,gelu_p100_rt6_rs50_n15000_eta0.7_seed23.npz,0.9999998730150292,0.6387083301705503,0.08976741723555717,7.115146562527542,0.0027598419587103475,0.9750855846538365,0.9908445136978339,0.9938821896931965,0.0,3280.0,7.55677483211768,0.9251028346060965,0.9880846717391235,100.0,0.0045000000000000005,0.0697513721330449,False
G2,gelu,100,6,50,15000,0.7,50,37,gelu_p100_rt6_rs50_n15000_eta0.7_seed37.npz,0.9999999620289983,0.6951632899373372,0.08721206826795104,7.9709529167627595,0.0009145526533144952,0.9729170731447349,0.9849057447449018,0.9911140991804436,0.0,3080.0,8.229893122634893,0.9292461352752631,0.9839911920915873,40.0,0.01125,0.09574124777568785,False
G2,gelu,100,6,50,15000,0.7,50,41,gelu_p100_rt6_rs50_n15000_eta0.7_seed41.npz,0.9999996915493328,0.6066640394187298,0.08723693138362096,6.954211132793618,0.0002694814542696513,0.9818832714378876,0.9900297407371004,0.994306335400371,0.0,2580.0,7.626215168639415,0.911890319396872,0.9897602592828307,480.0,0.00140625,0.08907535009700938,False
G2,gelu,100,6,50,15000,0.7,50,53,gelu_p100_rt6_rs50_n15000_eta0.7_seed53.npz,0.9999999181732794,0.6639282523473778,0.08994295606012027,7.381659236367442,0.00025162741486585243,0.9783023207190585,0.9885226256558628,0.9931648979273175,0.0,2720.0,7.895420642607909,0.9398044830896681,0.988270998240997,40.0,0.01125,0.07126326485826211,False
G2,gelu,100,6,50,15000,0.7,50,67,gelu_p100_rt6_rs50_n15000_eta0.7_seed67.npz,0.9999999565520861,0.707276134670704,0.09142309759248227,7.736295895632216,1.2919934596336195e-05,0.9763123213611886,0.9853871353575797,0.9921999456724556,0.0,2900.0,8.29346999403344,0.9258579522100051,0.9853742154229834,280.0,0.0016071428571428571,0.07630255998436813,False
G2,gelu,100,6,50,15000,0.7,50,71,gelu_p100_rt6_rs50_n15000_eta0.7_seed71.npz,0.9999998371074985,0.6430199676575373,0.08786588954883101,7.318197891801714,7.805661313548865e-06,0.9768400616547417,0.990884286110278,0.9938857876420121,0.0,3000.0,7.859280257761431,0.92885662305266,0.9908764804489645,60.0,0.007500000000000001,0.08358007831015953,False
G2,gelu,100,6,50,15000,0.7,50,83,gelu_p100_rt6_rs50_n15000_eta0.7_seed83.npz,0.9999999150312501,0.6540049954958247,0.0901125939765577,7.257642540685939,0.0009786309365747915,0.9753515646686948,0.989547791131695,0.9939159011865651,0.0,2640.0,7.802381093194902,0.9249634383964844,0.9885691601951202,80.0,0.005625,0.07538895118737754,False
G2,gelu,100,6,50,15000,0.7,50,97,gelu_p100_rt6_rs50_n15000_eta0.7_seed97.npz,0.999999968126067,0.6985574764289674,0.08898380853099637,7.850388603963089,1.4825551841986545e-05,0.9761206727684195,0.988815431067857,0.9931291461876173,0.0,2620.0,8.364747499628615,0.9346577484694994,0.988800605516015,60.0,0.007500000000000001,0.06723863513549659,False
G2,gelu,100,6,50,15000,0.7,50,101,gelu_p100_rt6_rs50_n15000_eta0.7_seed101.npz,0.9999999481239107,0.678657360836733,0.08972358358911303,7.563868201526901,0.0013334426856183178,0.9794001614377135,0.9908411029247435,0.9934473005036605,0.0,3020.0,7.875573138982467,0.9321468088890544,0.9895076602391252,60.0,0.007500000000000001,0.08515019183533265,False
G2,gelu,100,6,50,15000,0.7,50,103,gelu_p100_rt6_rs50_n15000_eta0.7_seed103.npz,0.999999975789447,0.7050156137082159,0.09070799533669893,7.772364620023505,0.012216748746038196,0.9757422600799011,0.986620121278226,0.9916929623728071,0.0,2800.0,8.153201910619737,0.8965091832499719,0.9744033725321878,60.0,0.007500000000000001,0.09299736417417902,False
G2,gelu,100,6,50,15000,0.7,50,107,gelu_p100_rt6_rs50_n15000_eta0.7_seed107.npz,0.9999999055483726,0.6593426906295107,0.08816317989462305,7.478662763951905,0.0006656116844775899,0.9819266034900157,0.989878860720777,0.9936309395225087,0.0,2800.0,7.944068572364573,0.938923312272954,0.9892132490362995,80.0,0.005625,0.0764862104655329,False
